PDF,Quantidade,Descrição,Valor (texto),Valor (numérico),Linha Original
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078014605-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078014605-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957077999343-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957077999343-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075185267-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075185267-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078013888-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078013888-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957077998246-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957077998246-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:866572078001329-NOVO -,"1.149,00",1149.0,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:866572078001329-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:860602072441548-NOVO -,"1.149,00",1149.0,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:860602072441548-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:861474075735840-NOVO -,"1.149,00",1149.0,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:861474075735840-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:866572077986447-NOVO -,"1.149,00",1149.0,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:866572077986447-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:861474075665625-NOVO -,"1.149,00",1149.0,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:861474075665625-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:860602072493184-NOVO -,"1.149,00",1149.0,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:860602072493184-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:860602072441860-NOVO -,"1.149,00",1149.0,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:860602072441860-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:866572077972165-NOVO -,"1.149,00",1149.0,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:866572077972165-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:860602072441308-NOVO -,"1.149,00",1149.0,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:860602072441308-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:866572078003408-NOVO -,"1.149,00",1149.0,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:866572078003408-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:861474075713920-NOVO -,"1.149,00",1149.0,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:861474075713920-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957077993361-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957077993361-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073735049-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073735049-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073798922-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073798922-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073736740-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073736740-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073346748-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073346748-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070543462-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070543462-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073333845-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073333845-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073606307-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073606307-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070465542-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070465542-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073217840-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073217840-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073622544-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073622544-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073196044-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073196044-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073330668-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073330668-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073722641-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073722641-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073567988-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073567988-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073778429-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073778429-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070643320-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070643320-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073621405-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073621405-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073855904-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073855904-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070658427-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070658427-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073620902-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073620902-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073399028-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073399028-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073286126-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073286126-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073667788-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073667788-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073856845-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073856845-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073174363-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073174363-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073728762-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073728762-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070464487-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070464487-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073423786-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073423786-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070562124-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070562124-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073596987-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073596987-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073746921-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073746921-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070066902-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070066902-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073610440- R$ 1.739,00","1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073610440- R$ 1.739,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070450841-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070450841-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073800280-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073800280-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073562583-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073562583-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070584185-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070584185-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073833786-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073833786-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070107722-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070107722-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073904702-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073904702-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073747663-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073747663-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070649566-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070649566-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073413902-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073413902-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070614503-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070614503-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070640920-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070640920-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070634147-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070634147-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073281341-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073281341-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073390340-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073390340-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073833547-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073833547-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073401220-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073401220-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070675983-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070675983-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073652509-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073652509-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073659587-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073659587-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070670687-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070670687-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073784922-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073784922-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073593927-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073593927-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073640249-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073640249-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073844866-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073844866-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073808580-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073808580-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796070898485-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796070898485-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073605424-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073605424-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070546622-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070546622-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073604989-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073604989-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073898367-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073898367-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073865903-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073865903-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073737508-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073737508-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073337523-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073337523-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073600060-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073600060-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073625463-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073625463-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073646204-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073646204-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070655746-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070655746-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073327862-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073327862-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073418141-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796073418141-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070677443-,"1.739,00",1739.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070677443-"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079709772-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079709772-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079709673-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079709673-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846076471473-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846076471473-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079593911-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079593911-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862389070347913-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862389070347913-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846076471879-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846076471879-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079594299-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079594299-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079594273-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079594273-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079594257-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079594257-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079709533-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079709533-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079594158-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079594158-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079594539-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079594539-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846076471655-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846076471655-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079710259-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079710259-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079594596-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079594596-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079635878-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079635878-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079593119-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079593119-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079634319-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079634319-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846076471911-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846076471911-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079594554-NOVO -,"585,65",585.65,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079594554-NOVO -"
