pdf,quantidade,descricao,valor_unitario,valor_total
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI POCO M6 PRO, 128GB 5G INDIA,SN: NUMERO",2086.88,4173.76
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 9A, 32GB CHINA,SN: NUMERO DE SERIE",1043.44,1043.44
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE CAT S42 CHINA,SN: NUMERO DE SERIE NA PLANILHA",3937.52,7875.04
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE INFINIX NOTE 12, 128GB CHINA,SN: NUMERO DE SERIE",1968.76,1968.76
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI 12, 128GB CHINA,SN: NUMERO DE",2086.88,4173.76
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI A2 MAIS, 64GB CHINA,SN: NUMERO DE",2086.88,4173.76
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI A2,32GB CHINA,SN: NUMERO DE SERIE",1043.44,1043.44
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI A2,64GB CHINA,SN: NUMERO DE SERIE",3130.32,9390.96
ADM 0800100_0734_2025 de 30_09_2025.PDF,11,"SMARTPHONE XIAOMI REDMI 12C,128GB INDIA,SN: NUMERO DE",11477.84,126256.24
ADM 0800100_0734_2025 de 30_09_2025.PDF,91,"SMARTPHONE XIAOMI REDMI 13C,256GB CHINA SN NA PLANILHA DO",1051.44,95681.04
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO C65, 256GB CHINA ,SN NA PLANILHA DO",552.92,552.92
ADM 0800100_0734_2025 de 30_09_2025.PDF,22,"SMARTPHONE XIAOMI REDMI 12, 256GB CHINA ,SN NA PLANILHA DO",13342.34,293531.48
ADM 0800100_0734_2025 de 30_09_2025.PDF,7,"SMARTPHONE XIAOMI POCO X5, 256GB CHINA ,SN NA PLANILHA DO",6450.78,45155.46
ADM 0800100_0734_2025 de 30_09_2025.PDF,18,"SMARTPHONE XIAOMI REDMI 13 C, 256GB CHINA ,SN NA PLANILHA",10535.4,189637.2
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 12, 256GB, INDIA, NUMERO DE SERIE",1048.79,1048.79
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI 13C, 256GB, INDIA, NUMERO DE SERIE",3146.37,9439.11
ADM 0800100_0734_2025 de 30_09_2025.PDF,7,"SMARTPHONE XIAOMI REDMI 12, 128GB, INDIA, NUMERO DE SERIE",7341.53,51390.71
ADM 0800100_0734_2025 de 30_09_2025.PDF,10,"SMARTPHONE XIAOMI REDMI 12C, 128GB, INDIA, NUMERO DE SERIE",10487.9,104879.0
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO 5G 256GB CHINA,",2097.58,4195.16
ADM 0800100_0734_2025 de 30_09_2025.PDF,5,"SMARTPHONE XIAOMI REDMI NOTE 12 128GB CHINA, NUMERO DE",5243.95,26219.75
ADM 0800100_0734_2025 de 30_09_2025.PDF,13,"SMARTPHONE XIAOMI REDMI NOTE 12 256GB CHINA, NUMERO DE",13634.27,177245.51
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI NOTE 12S 256GB CHINA, NUMERO DE",3146.37,9439.11
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12 128GB CHINA, NUMERO DE",1048.79,1048.79
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO M5 128GB CHINA, NUMERO DE SERIE NO",1048.79,1048.79
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO 256GB CHINA, NUMERO",1048.79,1048.79
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 12, 128GB, CHINA, NUMERO DE SERIE",1048.79,1048.79
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 12 256GB CHINA, NUMERO DE SERIE",1048.79,1048.79
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO C65 256GB CHINA, NUMERO DE SERIE",1048.79,1048.79
ADM 0800100_0734_2025 de 30_09_2025.PDF,5,"SMARTPHONE XIAOMI REDMI A3, 64GB CHINA, SN NO PROC.",5286.2,26431.0
ADM 0800100_0734_2025 de 30_09_2025.PDF,26,"SMARTPHONE XIAOMI REDMI A3, 128GB CHINA, SN NO PROC.",1057.24,27488.24
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI POCO X6 PRO 512GB CHINA, SN NO PROC.",3171.72,9515.16
ADM 0800100_0734_2025 de 30_09_2025.PDF,34,"SMARTPHONE REALME NOTE 50, 64GB CHINA, SN NO PROC.",1994.8,67823.2
ADM 0800100_0734_2025 de 30_09_2025.PDF,20,"SMARTPHONE REALME NOTE 50, 128GB CHINA, SN NO PROC.",1994.8,39896.0
ADM 0800100_0734_2025 de 30_09_2025.PDF,20,"SMARTPHONE XIAOMI POCO C65, 128GB CHINA, SN NO PROC.",1057.24,21144.8
ADM 0800100_0734_2025 de 30_09_2025.PDF,20,"SMARTPHONE XIAOMI REDMI 13C, 256GB CHINA, SN NO PROC.",1057.24,21144.8
ADM 0800100_0734_2025 de 30_09_2025.PDF,10,"SMARTPHONE XIAOMI REDMI13C, 128GB CHINA, SN NO PROC.",10572.4,105724.0
ADM 0800100_0734_2025 de 30_09_2025.PDF,20,"SMARTPHONE REALME C 53, 128GB CHINA, SN NO PROC.",1994.8,39896.0
ADM 0800100_0734_2025 de 30_09_2025.PDF,20,"SMARTPHONE XIAOMI REDMI NOTE 12S, 256GB CHINA, SN NO PROC.",1057.24,21144.8
ADM 0800100_0734_2025 de 30_09_2025.PDF,12,"SMARTPHONE XIAOMI POCO C 65, 256GB CHINA, SN NO PROC.",12686.88,152242.56
ADM 0800100_0734_2025 de 30_09_2025.PDF,90,"SMARTPHONE XIAOMI REDMI 12, 128GB CHINA, SN NO PROC.",1057.24,95151.6
ADM 0800100_0734_2025 de 30_09_2025.PDF,97,"SMARTPHONE XIAOMI REDMI 12, 256GB CHINA, SN NO PROC.",1057.24,102552.28
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE CHINA, SN:862984071111217,00 -",2393.72,9574.88
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE SPARK 20 C, 128GB CHINA, SN:358776974660667,00 -",1196.86,2393.72
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE XIAOMI REDMI 13C 128GB CHINA,",1835.16,7340.64
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE REALME NOTE 50, 64GB CHINA,",2393.72,9574.88
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE SPARK 20C, 128GB CHINA, SN:358776974661681,00-",1196.86,2393.72
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE SPARK 20C, 128GB CHINA, SN:358776974658828,00 -",1196.86,2393.72
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE CHINA, SN:862984071156832,00 -",2393.72,9574.88
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE REALME NOTE 50, 64 GB CHINA,",2393.72,9574.88
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE SPARK 20C , 128GB CHINA, SN:EMEI-",598.43,598.43
ADM 0800100_0734_2025 de 30_09_2025.PDF,5,"SMARTPHONE CHINA,EMEI:862984071147559- 862984071111233-",2992.15,14960.75
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE TECNO 20C, 128GB CHINA, EMEI:35877697466865-",1196.86,2393.72
ADM 0800100_0734_2025 de 30_09_2025.PDF,5,"SMARTPHONE REALME NOTE 50, 64GB CHINA/// R$ 2.992,15",2992.15,14960.75
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE TECNO 20C, 128GB CHINA: EMEI:358776974705645/// R$ 598,43",598.43,598.43
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE SPARK 20 C, 128GB CHINA, SN:358776974660469,00 -",1196.86,2393.72
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE CHINA, SN:862984071147633,00 -",2393.72,9574.88
ADM 0800100_0734_2025 de 30_09_2025.PDF,6,"SMARTPHONE CHINA, SN:54299;64PN01638 -54299;64PP06072 -",3590.58,21543.48
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE REALME NOTE 50, 64GB CHINA, IMEI:8629840",1196.85,3590.55
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE TECNO 20C 128GB CHINA, IMEI:358776974710389/// R$ 598,43",598.43,598.43
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE CHINA, SN:862984070936499,00/",2393.72,9574.88
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE SPARK 20C, 128GB CHINA, SN:358776974661848,00/// R$ 598,43",598.43,598.43
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,SMARTPHONE REALME REALME NOTE 50 64GB ORIGEM NAO,6014.88,18044.64
ADM 0800100_0734_2025 de 30_09_2025.PDF,6,"SMARTPHONE REALME REALME C55 256GB CHINA/// R$ 12.029,76",12029.76,72178.56
ADM 0800100_0734_2025 de 30_09_2025.PDF,8,"SMARTPHONE XIAOMI REDMI NOTE 13 128GB CHINA/// R$ 4.972,32",4972.32,39778.56
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE XIAOMI REDMI NOTE 13 256GB CHINA/// R$ 4.250,52",4250.52,17002.08
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI A2 MAIS 64GB CHINA/// R$ 2.125,26",2125.26,4250.52
ADM 0800100_0734_2025 de 30_09_2025.PDF,67,"SMARTPHONE XIAOMI REDMI 13C 256GB CHINA/// R$ 71.196,21",1062.63,71196.21
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI 12 256GB CHINA/// R$ 2.125,26",2125.26,4250.52
ADM 0800100_0734_2025 de 30_09_2025.PDF,5,"SMARTPHONE XIAOMI REDMI 13C, 128GB CHINA/// R$ 5.313,15",5313.15,26565.75
ADM 0800100_0734_2025 de 30_09_2025.PDF,15,"SMARTPHONE XIAOMI POCO X5 5G, 256GB CHINA,SN NA PLANILHA",15840.6,237609.0
ADM 0800100_0734_2025 de 30_09_2025.PDF,14,"SMARTPHONE XIAOMI POCO M5, 128GB CHINA,SN NA PLANILHA DO",14784.56,206983.84
ADM 0800100_0734_2025 de 30_09_2025.PDF,10,"SMARTPHONE XIAOMI POCO M5S, 256GB CHINA,SN NA PLANILHA DO R$ 10.560,40",10560.4,105604.0
ADM 0800100_0734_2025 de 30_09_2025.PDF,12,"SMARTPHONE XIAOMI REDMI 12, 256GB CHINA,SN NA PLANILHA DO",12672.48,152069.76
ADM 0800100_0734_2025 de 30_09_2025.PDF,14,"SMARTPHONE XIAOMI REDMI NOTE 11S 5G, 128GB CHINA,SN NA",14784.56,206983.84
ADM 0800100_0734_2025 de 30_09_2025.PDF,25,"SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G, 256GB CHINA,SN NA",1056.04,26401.0
ADM 0800100_0734_2025 de 30_09_2025.PDF,16,"SMARTPHONE XIAOMI REDMI 12C, 64GB CHINA,SN NA PLANILHA DO",16896.64,270346.24
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 256GB CHINA,SN NA",3168.12,9504.36
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO 5G, 256GB CHINA,SN NA",3168.12,9504.36
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI 13C 128GB CHINA,SN NA PLANILHA DO",2112.08,4224.16
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI 13C 256GB CHINA,SN NA PLANILHA DO",2112.08,4224.16
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI NOTE 13 PRO 256GB CHINA,SN NA",2112.08,4224.16
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI NOTE 13 256GB CHINA,SN NA PLANILHA",2112.08,4224.16
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12S 256GB CHINA,SN NA",1056.04,1056.04
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO 5G 256GB INDONESIA/// R$ 1.056,04",1056.04,1056.04
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI 13 C, 256GB SN: 51602;64NU09829,",1186.5,3559.5
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI 13 C, 256GB",791.0,1582.0
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI 13 C, 256GB SN: NO PROCESSO,",761.86,1523.72
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE XIAOMI REDMI 12, 256GB SN: NO PROCESSO,",1523.72,6094.88
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI 13C, 128GB SN: NO PROCESSO,",1142.79,3428.37
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO X5 5G, 256GB SN: NO PROCESSO,",380.93,380.93
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI POCO X5 5G, 256GB SN: NO PROCESSO,",1142.79,3428.37
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI 12C, 1258GB SN: NO PROCESSO,",761.86,1523.72
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI 12C, 64GB SN: NO PROCESSO,",761.86,1523.72
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 10 2022, 64GB SN: NO PROCESSO,",380.93,380.93
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 13 5G, 256GB SN: NO PROCESSO,",380.93,380.93
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI POCO M 5, 128GB SN: NO PROCESSO,",1142.79,3428.37
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI POCO C65, 256GB SN: NO PROCESSO,",761.86,1523.72
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12, 256GB SN: NO PROCESSO,",380.93,380.93
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12 5G, 256GB SN: NO PROCESSO,",380.93,380.93
ADM 0800100_0734_2025 de 30_09_2025.PDF,26,"SMARTPHONE XIAOMI REDMI 13 C, 256GB SN: NO PROCESSO,",9904.18,257508.68
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO M6 PRO, 512GB SN: NO PROCESSO",1059.51,1059.51
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE REALME C 55, 256GB IMEI: NO PROCESSO",2047.36,8189.44
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI 13C, 256GB SN: NO PROCESSO",788.24,1576.48
ADM 0800100_0734_2025 de 30_09_2025.PDF,9,"SMARTPHONE XIAOMI POCO X5 5G, 256GB SN: NO PROCESSO",3547.08,31923.72
ADM 0800100_0734_2025 de 30_09_2025.PDF,5,"SMARTPHONE XIAOMI POCO X6 5G, 256GB SN: NO PROCESSO",5118.4,25592.0
ADM 0800100_0734_2025 de 30_09_2025.PDF,12,"SMARTPHONE XIAOMI REDMI A02, 64GB SN: NO PROCESSO",4729.44,56753.28
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12 S, 256GB SN: NO PROCESSO",394.12,394.12
ADM 0800100_0734_2025 de 30_09_2025.PDF,10,"SMARTPHONE REALME C 67, 256GB IMEI: NO PROCESSO",5118.4,51184.0
ADM 0800100_0734_2025 de 30_09_2025.PDF,24,"SMARTPHONE XIAOMI REDMI 12, 256GB SN: NO PROCESSO",9458.88,227013.12
ADM 0800100_0734_2025 de 30_09_2025.PDF,187,"SMARTPHONE XIAOMI REDMI 13 C, 256GB SN: NO PROCESSO",394.12,73700.44
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE APPLE A2111, 128GB IPHONE 11 SN: NO PROCESSO",2303.28,4606.56
ADM 0800100_0734_2025 de 30_09_2025.PDF,54,"SMARTPHONE XIAOMI REDMI 12, 256GB SN: NO PROCESSO",21282.48,1149253.92
ADM 0800100_0734_2025 de 30_09_2025.PDF,10,"SMARTPHONE XIAOMI POCO C55, 128GB SN: NO PROCESSSO",3941.2,39412.0
ADM 0800100_0734_2025 de 30_09_2025.PDF,17,"SMARTPHONE XIAOMI REDMI A2, 64GB SN: NO PROCESSO",6700.04,113900.68
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE XIAOMI POCO M6 PRO, 512GB SN: NO PROCESSO",1576.48,6305.92
ADM 0800100_0734_2025 de 30_09_2025.PDF,52,"SMARTPHONE XIAOMI REDMI 13C, 256GB SN: NO PROCESSO",20494.24,1065700.48
ADM 0800100_0734_2025 de 30_09_2025.PDF,10,"SMARTPHONE XIAOMI REDMI NOTE 12S, 256GB SN: NO PROCESSO",3941.2,39412.0
ADM 0800100_0734_2025 de 30_09_2025.PDF,5,"SMARTPHONE HONOR X6A PLUS, 256GB SN: NO PROCESSO",1484.35,7421.75
ADM 0800100_0734_2025 de 30_09_2025.PDF,19,"SMARTPHONE XIAOMI REDMI 13C, 256GB SN: NO PROCESSO",7488.28,142277.32
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 13C, 256GB EMBALAGEM DANIFICADA",394.12,394.12
ADM 0800100_0734_2025 de 30_09_2025.PDF,10,"SMARTPHONE XIAOMI POCO X5 5G, 256GB SN: NO PROCESSO",10153.0,101530.0
ADM 0800100_0734_2025 de 30_09_2025.PDF,5,"SMARTPHONE XIAOMI REDMI 13C, 128GB SN: NO PROCESSO",1954.45,9772.25
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI 10 5G, 128GB SN: NO PROCESSO",1172.67,3518.01
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO C 65, 128GB SN: NO PROCESSO",390.89,390.89
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 13 C, 256GB SN: NO PROCESSO",390.89,390.89
ADM 0800100_0734_2025 de 30_09_2025.PDF,34,"SMARTPHONE XIAOMI REDMI NOTE 13, 128GB SN: NO PROCESSO",761.48,25890.32
ADM 0800100_0734_2025 de 30_09_2025.PDF,30,"SMARTPHONE XIAOMI REDMI NOTE 13 PRO, 256GB SN: NO",11726.7,351801.0
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE APPLE SEM MODELO, SEM GIGA, SEM ACESSORIOS E",1142.21,1142.21
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE XIAOMI POCO X5 5G, 256GB SN: NO PROCESSO",2732.48,10929.92
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI POCO X6 5G, 256GB SN: NO PROCESSO",2049.36,6148.08
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12S, 256GB SN: NO PROCESSO",536.73,536.73
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO X6 PRO 5G, 256GB SN: NO PROCESSO",1097.87,1097.87
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO F5, 256GB SN: NO PROCESSO",1195.45,1195.45
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 12G, 256GB SN: NO PROCESSO",897.81,897.81
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO X6 PRO 512GB SN: NO PROCESSO,1534.57,1534.57
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI 12C, 128GB SN: NO PROCESSO",780.7,1561.4
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI 13C, 256GB SN: NO PROCESSO",1171.05,3513.15
ADM 0800100_0734_2025 de 30_09_2025.PDF,5,"SMARTPHONE XIAOMI REDMI NOTE 12 5G, 256GB SN: NO PROCESSO",3415.6,17078.0
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 256GB SN: NO",2634.87,7904.61
ADM 0800100_0734_2025 de 30_09_2025.PDF,12,"SMARTPHONE XIAOMI REDMI NOTE 12, 256GB SN: NO PROCESSO",7611.84,91342.08
ADM 0800100_0734_2025 de 30_09_2025.PDF,9,"SMARTPHONE XIAOMI REDMI 12, 256GB SN: NO PROCESSO",3513.15,31618.35
ADM 0800100_0734_2025 de 30_09_2025.PDF,7,"SMARTPHONE XIAOMI POCO M5, 128GB SN: NO PROCESSO",2628.43,18399.01
ADM 0800100_0734_2025 de 30_09_2025.PDF,5,"SMARTPHONE XIAOMI REDMI NOTE 10S, 128GB SN: NO PROCESSO",1877.45,9387.25
ADM 0800100_0734_2025 de 30_09_2025.PDF,7,"SMARTPHONE XIAOMI REDMI 10 2022, 128GB SN: NO PROCESSO",2628.43,18399.01
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI POCO X5 PRO 5G, 256GB SN: NO PROCESSO",750.98,1501.96
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI POCO X5 5G, 256GB SN: NO PROCESSO",750.98,1501.96
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO X3 PRO, 128GB SN: NO PROCESSO",375.49,375.49
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO X5 PRO 5G, 128GB SN: NO PROCESSO",375.49,375.49
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE REALME C53, 256GB SN: NO PROCESSO",487.65,487.65
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI NOTE 12 S, 256GB SN: NO PROCESSO",750.98,1501.96
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 256GB SN: NO",1170.36,2340.72
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12 5G, 256GB SN: NO PROCESSO",375.49,375.49
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI 12C, 128GB SN: NO PROCESSO",1126.47,3379.41
ADM 0800100_0734_2025 de 30_09_2025.PDF,6,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO 5G, 256GB SN: NO",2252.94,13517.64
ADM 0800100_0734_2025 de 30_09_2025.PDF,8,"SMARTPHONE XIAOMI REDMI 13C, 256GB SN: NO PROCESSO",3003.92,24031.36
ADM 0800100_0734_2025 de 30_09_2025.PDF,9,"SMARTPHONE XIAOMI REMI 13C, 128GB SN: NO PROCESSO",3379.41,30414.69
ADM 0800100_0734_2025 de 30_09_2025.PDF,28,"SMARTPHONE XIAOMI REDMI NOTE 12, 256GB SN: NO PROCESSO",10513.72,294384.16
ADM 0800100_0734_2025 de 30_09_2025.PDF,49,"SMARTPHONE XIAOMI REDMI 12, 256GB SN: NO PROCESSO",18399.01,901551.49
ADM 0800100_0734_2025 de 30_09_2025.PDF,15,SMARTPHONE XIAOMI REDMI 13C 128GB SN: NO PROCESSO,7022.4,105336.0
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 256GB SN: NO PROCESSO,3204.36,9613.08
ADM 0800100_0734_2025 de 30_09_2025.PDF,7,SMARTPHONE XIAOMI REDMI NOTE 13 256GB SN: NO PROCESSO,5628.07,39396.49
ADM 0800100_0734_2025 de 30_09_2025.PDF,13,SMARTPHONE XIAOMI REDMI 13C 256GB SN: NO PROCESSO,7475.26,97178.38
ADM 0800100_0734_2025 de 30_09_2025.PDF,6,SMARTPHONE XIAOMI REDMI 12 256GB SN: NO PROCESSO,3511.2,21067.2
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI NOTE 11S, 64GB SN: NO PROCESSO",783.66,1567.32
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI A2, 32GB SN: NO PROCESSO",391.83,391.83
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI A3, 128GB SN: NO PROCESSO",391.83,391.83
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI A3, 128GB SN: NO PROCESSO",391.83,391.83
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 13, 128GB SN: NO PROCESSO",391.83,391.83
ADM 0800100_0734_2025 de 30_09_2025.PDF,24,"SMARTPHONE REALME NOTE 50, 128GB IMEI: NO PROCESSO",12212.88,293109.12
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE REALME C51, 128GB IMEI: NO PROCESSO",1017.74,2035.48
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI POCO C65, 256GB SN: NO PROCESSO",1175.49,3526.47
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO C65, 128GB IMEI: NO PROCESSO",391.83,391.83
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE REALME NOTE 50, 64GB IMEI: NO PROCESSO",508.87,508.87
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE REALME C53, 256GB IMEI: NO PROCESSO",508.87,508.87
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12 5G, 256GB SN: NO PROCESSO",381.73,381.73
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO 5G, 256GB SN: NO",381.73,381.73
