PDF,Quantidade,Descrição,Valor (texto),Valor (numérico),Linha Original
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI 9A SPORT, 32 GB, (36339;E2WH06977,","3.188,13",R$ 3188.13,"3,00 un SMARTPHONE XIAOMI REDMI 9A SPORT, 32 GB, (36339;E2WH06977, 36341;82VY08590, 37671;82WH06216), INDIA///R$ 3.188,13"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE XIAOMI REDMI 12C, 64 GB ( 45698;S3P704445,","4.250,84",R$ 4250.84,"4,00 un SMARTPHONE XIAOMI REDMI 12C, 64 GB ( 45698;S3P704445, 45662;S3P902882,45692;S3PP00046, 45705;S3P405243), CHINA///R$ 4.250,84"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI 9A, 32 GB ( 36552;62UQ05012,","3.188,13",R$ 3188.13,"3,00 un SMARTPHONE XIAOMI REDMI 9A, 32 GB ( 36552;62UQ05012, 36549;62VM05702, 36553;62UV13615 ) , CHINA///R$ 3.188,13"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI 9A, 32 GB ( 36552;62VH13600,","2.125,42",R$ 2125.42,"2,00 un SMARTPHONE XIAOMI REDMI 9A, 32 GB ( 36552;62VH13600, 36553;62U573937), CHINA///R$ 2.125,42"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI A1, 32 GB (43145;62YP25710,","3.188,13",R$ 3188.13,"3,00 un SMARTPHONE XIAOMI REDMI A1, 32 GB (43145;62YP25710, 43138;62ZU07809,43085;62ZS13410), CHINA///R$ 3.188,13"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI A1, 32 GB ( 43115;62ZN07722,","2.125,42",R$ 2125.42,"2,00 un SMARTPHONE XIAOMI REDMI A1, 32 GB ( 43115;62ZN07722, 43110;62ZD07724), CHINA///R$ 2.125,42"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI A2, 32 GB (46863;63PN17908,","2.125,42",R$ 2125.42,"2,00 un SMARTPHONE XIAOMI REDMI A2, 32 GB (46863;63PN17908, 46863;63PN17288), CHINA///R$ 2.125,42"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 10A 32 GB ( 38887;62SP02402),","621,59",R$ 621.59,"1,00 un SMARTPHONE XIAOMI REDMI 10A 32 GB ( 38887;62SP02402), CHINA///R$ 621,59"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 10 PRIME, 64 GB (35415;E2NN10377),","1.062,71",R$ 1062.71,"1,00 un SMARTPHONE XIAOMI REDMI 10 PRIME, 64 GB (35415;E2NN10377), CHINA///R$ 1.062,71"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE BLU G50 PLUS, 32 GB ( 7030018021018359), CHINA","601,54",R$ 601.54,"1,00 un SMARTPHONE BLU G50 PLUS, 32 GB ( 7030018021018359), CHINA/// R$ 601,54"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI NOTE 12, 5G, 128GB, INDIA, SN:","2.146,00",R$ 2146.00,"2,00 un SMARTPHONE XIAOMI REDMI NOTE 12, 5G, 128GB, INDIA, SN: 468808200837 E 46881;82ZM04001///R$ 2.146,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE XIAOMI REDMI NOTE 12, 128GB, CHINA SN:","4.292,00",R$ 4292.00,"4,00 un SMARTPHONE XIAOMI REDMI NOTE 12, 128GB, CHINA SN: 45874;63QD05491///R$ 4.292,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE XIAOMI REDMI NOTE 12, 128GB, CHINA SN:","4.292,00",R$ 4292.00,"4,00 un SMARTPHONE XIAOMI REDMI NOTE 12, 128GB, CHINA SN: 45874;63QD09246///R$ 4.292,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE MOTOROLA MOTO E13, 64GB, INDIA, IMEI1:","657,97",R$ 657.97,"1,00 un SMARTPHONE MOTOROLA MOTO E13, 64GB, INDIA, IMEI1: 350092230762950///R$ 657,97"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE MOTOROLA MOTO E32, 64GB, CHINA IMEI1:","657,97",R$ 657.97,"1,00 un SMARTPHONE MOTOROLA MOTO E32, 64GB, CHINA IMEI1: 351822902006859///R$ 657,97"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI POCO M5S, 128GB, CHINA SN:","2.146,00",R$ 2146.00,"2,00 un SMARTPHONE XIAOMI POCO M5S, 128GB, CHINA SN: 43225;F3QE01076 E 43225;F3QE01008///R$ 2.146,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO C55, 128GB, INDIA, SN:","1.073,00",R$ 1073.00,"1,00 un SMARTPHONE XIAOMI POCO C55, 128GB, INDIA, SN: 45455;X3Q100865///R$ 1.073,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO C55, 64GB, INDIA, SN:","1.073,00",R$ 1073.00,"1,00 un SMARTPHONE XIAOMI POCO C55, 64GB, INDIA, SN: 45447;X3Q901375///R$ 1.073,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI NOTE 11, 128GB, INDONESIA, SN:","2.146,00",R$ 2146.00,"2,00 un SMARTPHONE XIAOMI REDMI NOTE 11, 128GB, INDONESIA, SN: 38743;12UH00448 E 38743;12UH02849///R$ 2.146,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI NOTE 11, 128GB, INDIA, SN:","2.146,00",R$ 2146.00,"2,00 un SMARTPHONE XIAOMI REDMI NOTE 11, 128GB, INDIA, SN: 38227;82QQ04466 E 38227;82Q903422///R$ 2.146,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI A1, 32GB, CHINA, SN:","2.146,00",R$ 2146.00,"2,00 un SMARTPHONE XIAOMI REDMI A1, 32GB, CHINA, SN: 43138;62ZM12165 E 43138;62ZM06680///R$ 2.146,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,10,"SMARTPHONE XIAOMI REDMI 10C, 128GB, CHINA SERIE OU IMEI NO","10.532,20",R$ 10532.20,"10,00 un SMARTPHONE XIAOMI REDMI 10C, 128GB, CHINA SERIE OU IMEI NO PROCESSO 10835.722393/2023-41///R$ 10.532,20"
ADM 0800100_0734_2025 de 30_09_2025.PDF,11,"SMARTPHONE XIAOMI REDMI 12C, 128GB, CHINA SERIE OU IMEI NO","11.585,42",R$ 11585.42,"11,00 un SMARTPHONE XIAOMI REDMI 12C, 128GB, CHINA SERIE OU IMEI NO PROCESSO 10835.722393/2023-41///R$ 11.585,42"
ADM 0800100_0734_2025 de 30_09_2025.PDF,5,"SMARTPHONE XIAOMI REDMI 9C, 64GB, CHINA SERIE OU IMEI NO","5.266,10",R$ 5266.10,"5,00 un SMARTPHONE XIAOMI REDMI 9C, 64GB, CHINA SERIE OU IMEI NO PROCESSO 10835.722393/2023-41///R$ 5.266,10"
ADM 0800100_0734_2025 de 30_09_2025.PDF,5,"SMARTPHONE XIAOMI REDMI A1, 32GB, CHINA SERIE OU IMEI NO","5.266,10",R$ 5266.10,"5,00 un SMARTPHONE XIAOMI REDMI A1, 32GB, CHINA SERIE OU IMEI NO PROCESSO 10835.722393/2023-41///R$ 5.266,10"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12, 128GB, CHINA SERIE OU IMEI","1.053,22",R$ 1053.22,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 12, 128GB, CHINA SERIE OU IMEI NO PROCESSO 10835.722393/2023-41///R$ 1.053,22"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 128GB, CHINA SN:","3.179,37",R$ 3179.37,"3,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 128GB, CHINA SN: 43676;R3QN05561,43676;R3QN06651,43676;R3QN06801///R$ 3.179,37"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO X5 PRO 5G, 256GB, INDIA","1.059,79",R$ 1059.79,"1,00 un SMARTPHONE XIAOMI POCO X5 PRO 5G, 256GB, INDIA SN:45624;G3RE78068///R$ 1.059,79"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO X5 5G, 128GB, CHINA","1.059,79",R$ 1059.79,"1,00 un SMARTPHONE XIAOMI POCO X5 5G, 128GB, CHINA SN:45011;S3R801966///R$ 1.059,79"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO C50, 32GB, INDIA","1.059,79",R$ 1059.79,"1,00 un SMARTPHONE XIAOMI POCO C50, 32GB, INDIA SN:44903;G2YJ04949///R$ 1.059,79"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO 5G, 256GB, CHINAREDMI","1.059,79",R$ 1059.79,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO 5G, 256GB, CHINAREDMI 9A, 32GB, SN:45604;R3S202512///R$ 1.059,79"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI 9A, 32GB, CHINA","2.119,58",R$ 2119.58,"2,00 un SMARTPHONE XIAOMI REDMI 9A, 32GB, CHINA SN:37566;62VS06960,37566;62VF00300///R$ 2.119,58"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI NOTE 12 S, 256GB, CHINA","3.179,37",R$ 3179.37,"3,00 un SMARTPHONE XIAOMI REDMI NOTE 12 S, 256GB, CHINA SN:47651;63RN03071,47651;63RN02740,47662;63RU04341///R$ 3.179,37"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE XIAOMI REDMI 10A SPORT, 128GB, INDIA, SN:","4.239,16",R$ 4239.16,"4,00 un SMARTPHONE XIAOMI REDMI 10A SPORT, 128GB, INDIA, SN: H08687///R$ 4.239,16"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI POCO M5, 128GB, CHINA","2.119,58",R$ 2119.58,"2,00 un SMARTPHONE XIAOMI POCO M5, 128GB, CHINA SN:42490;F2XU02896,42490;F2XU02795///R$ 2.119,58"
ADM 0800100_0734_2025 de 30_09_2025.PDF,7,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 256GB, CHINA SN NO","7.418,53",R$ 7418.53,"7,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 256GB, CHINA SN NO PROCESSO 10835.722471/2023-16///R$ 7.418,53"
ADM 0800100_0734_2025 de 30_09_2025.PDF,11,"SMARTPHONE XIAOMI REDMI NOTE 12, 128GB, CHINA SN NO","11.657,69",R$ 11657.69,"11,00 un SMARTPHONE XIAOMI REDMI NOTE 12, 128GB, CHINA SN NO PROCESSO 10835.722471/2023-16///R$ 11.657,69"
ADM 0800100_0734_2025 de 30_09_2025.PDF,80,"SMARTPHONE XIAOMI REDMI NOTE 12 , 128GB CHINA, NUMERO DE","82.763,20",R$ 82763.20,"80,00 un SMARTPHONE XIAOMI REDMI NOTE 12 , 128GB CHINA, NUMERO DE SERIE NO PROC. 10835.723336/2023-80///R$ 82.763,20"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE REALME 11 PRO MAIS 56 CHINA,256GB, NUMERO DE","3.776,16",R$ 3776.16,"2,00 un SMARTPHONE REALME 11 PRO MAIS 56 CHINA,256GB, NUMERO DE SERIE NO PRCESSO:10835.723345/2023-71///R$ 3.776,16"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE REALME C53 CHINA,128GB, NUMERO DE SERIE NO","3.776,16",R$ 3776.16,"2,00 un SMARTPHONE REALME C53 CHINA,128GB, NUMERO DE SERIE NO PRCESSO:10835.723345/2023-71///R$ 3.776,16"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE REALME C30S CHINA,326GB, NUMERO DE SERIE NO","3.776,16",R$ 3776.16,"2,00 un SMARTPHONE REALME C30S CHINA,326GB, NUMERO DE SERIE NO PRCESSO:10835.723345/2023-71///R$ 3.776,16"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE OPPO RENO7 CHINA,128GB, NUMERO DE SERIE NO","1.888,08",R$ 1888.08,"1,00 un SMARTPHONE OPPO RENO7 CHINA,128GB, NUMERO DE SERIE NO PRCESSO:10835.723345/2023-71///R$ 1.888,08"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI NOTE 12, 128GB CHINA,SN:","3.139,68",R$ 3139.68,"3,00 un SMARTPHONE XIAOMI REDMI NOTE 12, 128GB CHINA,SN: 45849/63RQ09739, 46818/63UJ03146, 46818/63UJ01214///R$ 3.139,68"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE MOTOROLA MOTO G 52, 64GB CHINA, IMEI 1 :","641,76",R$ 641.76,"1,00 un SMARTPHONE MOTOROLA MOTO G 52, 64GB CHINA, IMEI 1 : 351376652119875///R$ 641,76"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE XIAOMI REDMI A2, 64GB CHINA,SN: 50524;63X806270,","4.149,52",R$ 4149.52,"4,00 un SMARTPHONE XIAOMI REDMI A2, 64GB CHINA,SN: 50524;63X806270, 50525;63WH02782, 50524;63X807382, 50524;63X806259///R$ 4.149,52"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO M4, 64GB 5G CHINA,SN:","1.037,38",R$ 1037.38,"1,00 un SMARTPHONE XIAOMI POCO M4, 64GB 5G CHINA,SN: 39293;S2U600092///R$ 1.037,38"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 10 PRO, 128GB CHINA,SN:","1.037,38",R$ 1037.38,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 10 PRO, 128GB CHINA,SN: 31742;N2QU01715///R$ 1.037,38"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 10, 128GB 5G CHINA,SN:","1.037,38",R$ 1037.38,"1,00 un SMARTPHONE XIAOMI REDMI 10, 128GB 5G CHINA,SN: 39251;S2YT06878///R$ 1.037,38"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 12, 256GB CHINA,SN:","1.037,38",R$ 1037.38,"1,00 un SMARTPHONE XIAOMI REDMI 12, 256GB CHINA,SN: 49090;Y3V900280///R$ 1.037,38"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 12, 128GB INDIA,SN:","1.037,38",R$ 1037.38,"1,00 un SMARTPHONE XIAOMI REDMI 12, 128GB INDIA,SN: 49605;X3XA09220///R$ 1.037,38"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE REALME C55, 256GB CHINA,SN: 3814161810010700,","3.914,64",R$ 3914.64,"2,00 un SMARTPHONE REALME C55, 256GB CHINA,SN: 3814161810010700, 3814161810003701///R$ 3.914,64"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO X6 PRO 5G 512GB 12GB RAM,"1.140,00",R$ 1140.00,"1,00 un SMARTPHONE POCO X6 PRO 5G 512GB 12GB RAM 51648/64TQ04211/CHINA///R$ 1.140,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO X6 PRO 5G 512GB 12GB RAM,"1.140,00",R$ 1140.00,"1,00 un SMARTPHONE POCO X6 PRO 5G 512GB 12GB RAM 51648/64TR11292/CHINA///R$ 1.140,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO X6 5G 256GB 8GB RAM,"1.240,00",R$ 1240.00,"1,00 un SMARTPHONE POCO X6 5G 256GB 8GB RAM 51453/F4T201438/CHINA///R$ 1.240,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO X6 PRO 5G 512GB 12GB RAM,"1.140,00",R$ 1140.00,"1,00 un SMARTPHONE POCO X6 PRO 5G 512GB 12GB RAM 51648/64TR14909/CHINA///R$ 1.140,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO X6 PRO 5G 512GB 12GB RAM,"1.140,00",R$ 1140.00,"1,00 un SMARTPHONE POCO X6 PRO 5G 512GB 12GB RAM 51648/64TQ05356/CHINA///R$ 1.140,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO X6 5G 256GB 8GB RAM,"1.240,00",R$ 1240.00,"1,00 un SMARTPHONE POCO X6 5G 256GB 8GB RAM 51453/F4T201169/CHINA///R$ 1.240,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO X6 PRO 5G 512GB 12GB RAM,"1.140,00",R$ 1140.00,"1,00 un SMARTPHONE POCO X6 PRO 5G 512GB 12GB RAM 51648/64TQ03088/CHINA///R$ 1.140,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO X6 PRO 5G 512GB 12GB RAM,"1.140,00",R$ 1140.00,"1,00 un SMARTPHONE POCO X6 PRO 5G 512GB 12GB RAM 51648/64TQ05360/CHINA///R$ 1.140,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO X6 PRO 5G 512GB 12GB RAM,"1.140,00",R$ 1140.00,"1,00 un SMARTPHONE POCO X6 PRO 5G 512GB 12GB RAM 51648/64TR14837/CHINA///R$ 1.140,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM,"500,00",R$ 500.00,"1,00 un SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM 53520/84QE01049/INDIA///R$ 500,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM,"500,00",R$ 500.00,"1,00 un SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM 53520/84QE00799/INDIA///R$ 500,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM,"500,00",R$ 500.00,"1,00 un SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM 53520/84P301832/INDIA///R$ 500,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM,"500,00",R$ 500.00,"1,00 un SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM 53520/84NC00558/INDIA///R$ 500,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM,"500,00",R$ 500.00,"1,00 un SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM 53520/84NC00517/INDIA///R$ 500,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM,"500,00",R$ 500.00,"1,00 un SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM 53520/84ND00902/INDIA///R$ 500,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE SAMSUNG GALAXY A04E 32GB 3GB RAM,"440,23",R$ 440.23,"1,00 un SMARTPHONE SAMSUNG GALAXY A04E 32GB 3GB RAM R8YX60AGX9V/CHINA///R$ 440,23"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE SAMSUNG GALAXY A04E 32GB 3GB RAM,"440,23",R$ 440.23,"1,00 un SMARTPHONE SAMSUNG GALAXY A04E 32GB 3GB RAM R8YX609H4JJ/CHINA///R$ 440,23"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE SAMSUNG GALAXY A04E 32GB 3GB RAM,"440,23",R$ 440.23,"1,00 un SMARTPHONE SAMSUNG GALAXY A04E 32GB 3GB RAM R8YX609H60A/CHINA///R$ 440,23"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE SAMSUNG GALAXY A04E 32GB 3GB RAM,"440,23",R$ 440.23,"1,00 un SMARTPHONE SAMSUNG GALAXY A04E 32GB 3GB RAM R8YX609GX6V/CHINA///R$ 440,23"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE SAMSUNG GALAXY A04E 32GB 3GB RAM,"440,23",R$ 440.23,"1,00 un SMARTPHONE SAMSUNG GALAXY A04E 32GB 3GB RAM R8YX609H4AF/CHINA///R$ 440,23"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE SAMSUNG GALAXY A04E 32GB 3GB RAM,"440,23",R$ 440.23,"1,00 un SMARTPHONE SAMSUNG GALAXY A04E 32GB 3GB RAM R8YX60APJPW/CHINA///R$ 440,23"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE SAMSUNG GALAXY A04E 32GB 3GB RAM,"440,23",R$ 440.23,"1,00 un SMARTPHONE SAMSUNG GALAXY A04E 32GB 3GB RAM R8YX609H6QJ/CHINA///R$ 440,23"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM,"655,39",R$ 655.39,"1,00 un SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM 53517/83ZW03845/INDIA///R$ 655,39"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM,"655,39",R$ 655.39,"1,00 un SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM 53517/83ZW03861/INDIA///R$ 655,39"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM,"655,39",R$ 655.39,"1,00 un SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM 53517/83ZW03893/INDIA///R$ 655,39"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM,"655,39",R$ 655.39,"1,00 un SMARTPHONE XIAOMI REDMI 13C 256GB 8GB RAM 53517/84NC02109/INDIA///R$ 655,39"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C53 256GB 8GB RAM,"924,00",R$ 924.00,"1,00 un SMARTPHONE REALME C53 256GB 8GB RAM 0I74326I25100545/CHINA///R$ 924,00"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI XIAOMI 12, 256GB CHINA,SN:","1.035,62",R$ 1035.62,"1,00 un SMARTPHONE XIAOMI XIAOMI 12, 256GB CHINA,SN: 37866;22RM00339///R$ 1.035,62"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12, 256GB","1.035,62",R$ 1035.62,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 12, 256GB CHINA,SN:49146;63V803525///R$ 1.035,62"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 13C, 128GB CHINA,SN:","1.035,62",R$ 1035.62,"1,00 un SMARTPHONE XIAOMI REDMI 13C, 128GB CHINA,SN: 51232;63Z700645///R$ 1.035,62"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI NOTE 12,128GB CHINA,SN NA PLANILHA","2.122,76",R$ 2122.76,"2,00 un SMARTPHONE XIAOMI REDMI NOTE 12,128GB CHINA,SN NA PLANILHA DO PROCESSO 10835.720759/2024-29///R$ 2.122,76"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO,256GB CHINA,SN NA","1.061,38",R$ 1061.38,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO,256GB CHINA,SN NA PLANILHA DO PROCESSO 10835.720759/2024-29///R$ 1.061,38"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO F5 5G, 256GB CHINA,SN NA PLANILHA","1.061,38",R$ 1061.38,"1,00 un SMARTPHONE XIAOMI POCO F5 5G, 256GB CHINA,SN NA PLANILHA DO PROCESSO 10835.720759/2024-29///R$ 1.061,38"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 10 2022,128GB CHINA,SN NA PLANILHA","1.061,38",R$ 1061.38,"1,00 un SMARTPHONE XIAOMI REDMI 10 2022,128GB CHINA,SN NA PLANILHA DO PROCESSO 10835.720759/2024-29///R$ 1.061,38"
ADM 0800100_0734_2025 de 30_09_2025.PDF,12,"SMARTPHONE XIAOMI POCO M5 , 128GB CHINA,SN NA PLANILHA DO","12.736,56",R$ 12736.56,"12,00 un SMARTPHONE XIAOMI POCO M5 , 128GB CHINA,SN NA PLANILHA DO PROCESSO 10835.720759/2024-29///R$ 12.736,56"
ADM 0800100_0734_2025 de 30_09_2025.PDF,34,"SMARTPHONE XIAOMI REDMI 12, 256GB CHINA,SN NA PLANILHA DO","36.086,92",R$ 36086.92,"34,00 un SMARTPHONE XIAOMI REDMI 12, 256GB CHINA,SN NA PLANILHA DO PROCESSO 10835.720759/2024-29///R$ 36.086,92"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 12, 128GB CHINA,SN NA PLANILHA DO","1.061,38",R$ 1061.38,"1,00 un SMARTPHONE XIAOMI REDMI 12, 128GB CHINA,SN NA PLANILHA DO PROCESSO 10835.720759/2024-29///R$ 1.061,38"
ADM 0800100_0734_2025 de 30_09_2025.PDF,103,"SMARTPHONE XIAOMI REDMI NOTE 12S, 256GB CHINA,SN NA","109.322,14",R$ 109322.14,"103,00 un SMARTPHONE XIAOMI REDMI NOTE 12S, 256GB CHINA,SN NA PLANILHA DO PROCESSO 10835.720759/2024-29///R$ 109.322,14"
ADM 0800100_0734_2025 de 30_09_2025.PDF,53,"SMARTPHONE XIAOMI REDMI 12C, 128GB CHINA,SN NA PLANILHA DO","56.253,14",R$ 56253.14,"53,00 un SMARTPHONE XIAOMI REDMI 12C, 128GB CHINA,SN NA PLANILHA DO PROCESSO 10835.720759/2024-29///R$ 56.253,14"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE XIAOMI REDMI 12,256GB CHINA,SN:","4.165,80",R$ 4165.80,"4,00 un SMARTPHONE XIAOMI REDMI 12,256GB CHINA,SN: 16234///R$ 4.165,80"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE OPPO A78, 256GB CHINA,SN: 77E213B4, 587F7965,","7.860,00",R$ 7860.00,"4,00 un SMARTPHONE OPPO A78, 256GB CHINA,SN: 77E213B4, 587F7965, A94A1E00,84C430BD///R$ 7.860,00"
